block,number,placement,code,coordX,coord-Y,expandX,expand-Y,placeholder,Blok Rumah,Spesifikasi
d85k,18,vert,comv,2079.5,7287.5,72,144,violet,D85K/18,36/72 (6x12)
d85k,19,vert,comv,2151.5,7287.5,72,144,violet,D85K/19,36/72 (6x12)
d85k,20,vert,comv36,2223.5,7287.5,108,144,darkviolet,D85K/20,36/72 (6x12) +36
e71,39,vert,subv,2973.5,3783.5,72,120,lightgreen,E71/39,27/60 (6x10)
e71,38,vert,subv,3045.5,3783.5,72,120,lightgreen,E71/38,27/60 (6x10)
e71,37,vert,subv,3117.5,3783.5,72,120,lightgreen,E71/37,27/60 (6x10)
e71,36,vert,subv,3189.5,3783.5,72,120,lightgreen,E71/36,27/60 (6x10)
e71,35,vert,subv,3261.5,3783.5,72,120,lightgreen,E71/35,27/60 (6x10)
e71,34,vert,subv,3333.5,3783.5,72,120,lightgreen,E71/34,27/60 (6x10)
e71,33,vert,subv,3405.5,3783.5,72,120,lightgreen,E71/33,27/60 (6x10)
e71,32,vert,subv,3477.5,3783.5,72,120,lightgreen,E71/32,27/60 (6x10)
e71,31,vert,subv,3549.5,3783.5,72,120,lightgreen,E71/31,27/60 (6x10)
e71,30,vert,subv,3621.5,3783.5,72,120,lightgreen,E71/30,27/60 (6x10)
e71,29,vert,subv,3693.5,3783.5,72,120,lightgreen,E71/29,27/60 (6x10)
e71,28,vert,subv,3765.5,3783.5,72,120,lightgreen,E71/28,27/60 (6x10)
e71,27,vert,subv15,3837.5,3783.5,90,120,yellow,E71/27,27/60 (6x10) +15
e71,8,vert,comv,2973.5,3903.5,72,144,violet,E71/08,36/72 (6x12)
e71,9,vert,comv,3045.5,3903.5,72,144,violet,E71/09,36/72 (6x12)
e71,10,vert,comv,3117.5,3903.5,72,144,violet,E71/10,36/72 (6x12)
e71,11,vert,comv,3189.5,3903.5,72,144,violet,E71/11,36/72 (6x12)
e71,12,vert,comv,3261.5,3903.5,72,144,violet,E71/12,36/72 (6x12)
e71,13,vert,comv,3333.5,3903.5,72,144,violet,E71/12A,36/72 (6x12)
e71,14,vert,comv,3405.5,3903.5,72,144,violet,E71/14,36/72 (6x12)
e71,15,vert,comv,3477.5,3903.5,72,144,violet,E71/15,36/72 (6x12)
e71,16,vert,comv,3549.5,3903.5,72,144,violet,E71/16,36/72 (6x12)
e71,17,vert,comv,3621.5,3903.5,72,144,violet,E71/17,36/72 (6x12)
e71,18,vert,comv,3693.5,3903.5,72,144,violet,E71/18,36/72 (6x12)
e71,19,vert,comv,3765.5,3903.5,72,144,violet,E71/19,36/72 (6x12)
e71,20,vert,comv15,3837.5,3903.5,90,144,mediumvioletred,E71/20,36/72 (6x12) +15
e72,36,vert,subv30,3153.5,3447.5,108,120,limegreen,E72/36,27/60 (6x10) +30
e72,35,vert,subv,3261.5,3447.5,72,120,lightgreen,E72/35,27/60 (6x10)
e72,34,vert,subv,3333.5,3447.5,72,120,lightgreen,E72/34,27/60 (6x10)
e72,33,vert,subv,3405.5,3447.5,72,120,lightgreen,E72/33,27/60 (6x10)
e72,32,vert,subv,3477.5,3447.5,72,120,lightgreen,E72/32,27/60 (6x10)
e72,31,vert,subv,3549.5,3447.5,72,120,lightgreen,E72/31,27/60 (6x10)
e72,30,vert,subv30,3621.5,3447.5,108,120,limegreen,E72/30,27/60 (6x10) +30
e72,11,vert,subv30,3153.5,3567.5,108,120,limegreen,E72/11,27/60 (6x10) +30
e72,12,vert,subv,3261.5,3567.5,72,120,lightgreen,E72/12,27/60 (6x10)
e72,13,vert,subv,3333.5,3567.5,72,120,lightgreen,E72/12A,27/60 (6x10)
e72,14,vert,subv,3405.5,3567.5,72,120,lightgreen,E72/14,27/60 (6x10)
e72,15,vert,subv,3477.5,3567.5,72,120,lightgreen,E72/15,27/60 (6x10)
e72,16,vert,subv,3549.5,3567.5,72,120,lightgreen,E72/16,27/60 (6x10)
e72,17,vert,subv30,3621.5,3567.5,108,120,limegreen,E72/17,27/60 (6x10) +30
e73,36,vert,subv30,3153.5,3123.5,108,120,limegreen,E73/36,27/60 (6x10) +30
e73,35,vert,subv,3261.5,3123.5,72,120,lightgreen,E73/35,27/60 (6x10)
e73,34,vert,subv,3333.5,3123.5,72,120,lightgreen,E73/34,27/60 (6x10)
e73,33,vert,subv,3405.5,3123.5,72,120,lightgreen,E73/33,27/60 (6x10)
e73,32,vert,subv,3477.5,3123.5,72,120,lightgreen,E73/32,27/60 (6x10)
e73,31,vert,subv,3549.5,3123.5,72,120,lightgreen,E73/31,27/60 (6x10)
e73,30,vert,subv30,3621.5,3123.5,108,120,limegreen,E73/30,27/60 (6x10) +30
e73,11,vert,subv30,3153.5,3243.5,108,120,limegreen,E73/11,27/60 (6x10) +30
e73,12,vert,subv,3261.5,3243.5,72,120,lightgreen,E73/12,27/60 (6x10)
e73,13,vert,subv,3333.5,3243.5,72,120,lightgreen,E73/12A,27/60 (6x10)
e73,14,vert,subv,3405.5,3243.5,72,120,lightgreen,E73/14,27/60 (6x10)
e73,15,vert,subv,3477.5,3243.5,72,120,lightgreen,E73/15,27/60 (6x10)
e73,16,vert,subv,3549.5,3243.5,72,120,lightgreen,E73/16,27/60 (6x10)
e73,17,vert,subv30,3621.5,3243.5,108,120,limegreen,E73/17,27/60 (6x10) +30
e74,39,vert,subv,2973.5,2799.5,72,120,lightgreen,E74/39,27/60 (6x10)
e74,38,vert,subv,3045.5,2799.5,72,120,lightgreen,E74/38,27/60 (6x10)
e74,37,vert,subv,3117.5,2799.5,72,120,lightgreen,E74/37,27/60 (6x10)
e74,36,vert,subv,3189.5,2799.5,72,120,lightgreen,E74/36,27/60 (6x10)
e74,35,vert,subv,3261.5,2799.5,72,120,lightgreen,E74/35,27/60 (6x10)
e74,34,vert,subv,3333.5,2799.5,72,120,lightgreen,E74/34,27/60 (6x10)
e74,33,vert,subv,3405.5,2799.5,72,120,lightgreen,E74/33,27/60 (6x10)
e74,32,vert,subv,3477.5,2799.5,72,120,lightgreen,E74/32,27/60 (6x10)
e74,31,vert,subv,3549.5,2799.5,72,120,lightgreen,E74/31,27/60 (6x10)
e74,30,vert,subv30,3621.5,2799.5,108,120,limegreen,E74/30,27/60 (6x10) +30
e74,8,vert,subv,2973.5,2919.5,72,120,lightgreen,E74/08,27/60 (6x10)
e74,9,vert,subv,3045.5,2919.5,72,120,lightgreen,E74/09,27/60 (6x10)
e74,10,vert,subv,3117.5,2919.5,72,120,lightgreen,E74/10,27/60 (6x10)
e74,11,vert,subv,3189.5,2919.5,72,120,lightgreen,E74/11,27/60 (6x10)
e74,12,vert,subv,3261.5,2919.5,72,120,lightgreen,E74/12,27/60 (6x10)
e74,13,vert,subv,3333.5,2919.5,72,120,lightgreen,E74/12A,27/60 (6x10)
e74,14,vert,subv,3405.5,2919.5,72,120,lightgreen,E74/14,27/60 (6x10)
e74,15,vert,subv,3477.5,2919.5,72,120,lightgreen,E74/15,27/60 (6x10)
e74,16,vert,subv,3549.5,2919.5,72,120,lightgreen,E74/16,27/60 (6x10)
e74,17,vert,subv30,3621.5,2919.5,108,120,limegreen,E74/17,27/60 (6x10) +30
e75,38,vert,subv30,3009.5,2475.5,108,120,limegreen,E75/38,27/60 (6x10) +30
e75,37,vert,subv,3117.5,2475.5,72,120,lightgreen,E75/37,27/60 (6x10)
e75,36,vert,subv,3189.5,2475.5,72,120,lightgreen,E75/36,27/60 (6x10)
e75,35,vert,subv30,3261.5,2475.5,108,120,limegreen,E75/35,27/60 (6x10) +30
e75,9,vert,subv30,3009.5,2595.5,108,120,limegreen,E75/09,27/60 (6x10) +30
e75,10,vert,subv,3117.5,2595.5,72,120,lightgreen,E75/10,27/60 (6x10)
e75,11,vert,subv,3189.5,2595.5,72,120,lightgreen,E75/11,27/60 (6x10)
e75,12,vert,subv30,3261.5,2595.5,108,120,limegreen,E75/12,27/60 (6x10) +30
e76,39,vert,subv,2973.5,2154.5,72,120,lightgreen,E76/39,27/60 (6x10)
e76,38,vert,subv,3045.5,2154.5,72,120,lightgreen,E76/38,27/60 (6x10)
e76,37,vert,subv,3117.5,2154.5,72,120,lightgreen,E76/37,27/60 (6x10)
e76,36,vert,subv,3189.5,2154.5,72,120,lightgreen,E76/36,27/60 (6x10)
e76,35,vert,subv30,3261.5,2154.5,108,120,limegreen,E76/35,27/60 (6x10) +30
e76,8,vert,subv,2973.5,2274.5,72,120,lightgreen,E76/08,27/60 (6x10)
e76,9,vert,subv,3045.5,2274.5,72,120,lightgreen,E76/09,27/60 (6x10)
e76,10,vert,subv,3117.5,2274.5,72,120,lightgreen,E76/10,27/60 (6x10)
e76,11,vert,subv,3189.5,2274.5,72,120,lightgreen,E76/11,27/60 (6x10)
e76,12,vert,subv30,3261.5,2274.5,108,120,limegreen,E76/12,27/60 (6x10) +30
e80,33,horz,subh30,3807.5,2151.5,120,108,limegreen,E80/33,27/60 (6x10) +30
e80,34,horz,subh,3807.5,2259.5,120,72,lightgreen,E80/34,27/60 (6x10)
e80,35,horz,subh,3807.5,2331.5,120,72,lightgreen,E80/35,27/60 (6x10)
e80,36,horz,subh,3807.5,2403.5,120,72,lightgreen,E80/36,27/60 (6x10)
e80,37,horz,subh,3807.5,2475.5,120,72,lightgreen,E80/37,27/60 (6x10)
e80,38,horz,subh,3807.5,2547.5,120,72,lightgreen,E80/38,27/60 (6x10)
e80,39,horz,subh,3807.5,2619.5,120,72,lightgreen,E80/39,27/60 (6x10)
e80,40,horz,subh,3807.5,2691.5,120,72,lightgreen,E80/40,27/60 (6x10)
e80,41,horz,subh,3807.5,2763.5,120,72,lightgreen,E80/41,27/60 (6x10)
e80,42,horz,subh,3807.5,2835.5,120,72,lightgreen,E80/42,27/60 (6x10)
e80,43,horz,subh,3807.5,2907.5,120,72,lightgreen,E80/43,27/60 (6x10)
e80,44,horz,subh,3807.5,2979.5,120,72,lightgreen,E80/44,27/60 (6x10)
e80,45,horz,subh,3807.5,3051.5,120,72,lightgreen,E80/45,27/60 (6x10)
e80,46,horz,subh,3807.5,3123.5,120,72,lightgreen,E80/46,27/60 (6x10)
e80,47,horz,subh,3807.5,3195.5,120,72,lightgreen,E80/47,27/60 (6x10)
e80,48,horz,subh,3807.5,3267.5,120,72,lightgreen,E80/48,27/60 (6x10)
e80,49,horz,subh,3807.5,3339.5,120,72,lightgreen,E80/49,27/60 (6x10)
e80,50,horz,subh,3807.5,3411.5,120,72,lightgreen,E80/50,27/60 (6x10)
e80,51,horz,subh30,3807.5,3483.5,120,108,limegreen,E80/51,27/60 (6x10) +30
e80,52,horz,subh30,3807.5,3591.5,120,108,limegreen,E80/52,27/60 (6x10) +30
e90,38,vert,subv30,3009.5,1815.5,108,120,limegreen,E90/38,27/60 (6x10) +30
e90,37,vert,subv,3117.5,1815.5,72,120,lightgreen,E90/37,27/60 (6x10)
e90,36,vert,subv,3189.5,1815.5,72,120,lightgreen,E90/36,27/60 (6x10)
e90,35,vert,subv,3261.5,1815.5,72,120,lightgreen,E90/35,27/60 (6x10)
e90,34,vert,subv,3333.5,1815.5,72,120,lightgreen,E90/34,27/60 (6x10)
e90,33,vert,subv,3405.5,1815.5,72,120,lightgreen,E90/33,27/60 (6x10)
e90,32,vert,subv,3477.5,1815.5,72,120,lightgreen,E90/32,27/60 (6x10)
e90,31,vert,subv,3549.5,1815.5,72,120,lightgreen,E90/31,27/60 (6x10)
e90,30,vert,subv30,3621.5,1815.5,108,120,limegreen,E90/30,27/60 (6x10) +30
e90,9,vert,subv30,3009.5,1935.5,108,120,limegreen,E90/09,27/60 (6x10) +30
e90,10,vert,subv,3117.5,1935.5,72,120,lightgreen,E90/10,27/60 (6x10)
e90,11,vert,subv,3189.5,1935.5,72,120,lightgreen,E90/11,27/60 (6x10)
e90,12,vert,subv,3261.5,1935.5,72,120,lightgreen,E90/12,27/60 (6x10)
e90,13,vert,subv,3333.5,1935.5,72,120,lightgreen,E90/12A,27/60 (6x10)
e90,14,vert,subv,3405.5,1935.5,72,120,lightgreen,E90/14,27/60 (6x10)
e90,15,vert,subv,3477.5,1935.5,72,120,lightgreen,E90/15,27/60 (6x10)
e90,16,vert,subv,3549.5,1935.5,72,120,lightgreen,E90/16,27/60 (6x10)
e90,17,vert,subv30,3621.5,1935.5,108,120,limegreen,E90/17,27/60 (6x10) +30
e91,39,vert,subv,2973.5,1491.5,72,120,lightgreen,E91/39,27/60 (6x10)
e91,38,vert,subv,3045.5,1491.5,72,120,lightgreen,E91/38,27/60 (6x10)
e91,37,vert,subv,3117.5,1491.5,72,120,lightgreen,E91/37,27/60 (6x10)
e91,36,vert,subv,3189.5,1491.5,72,120,lightgreen,E91/36,27/60 (6x10)
e91,35,vert,subv,3261.5,1491.5,72,120,lightgreen,E91/35,27/60 (6x10)
e91,34,vert,subv,3333.5,1491.5,72,120,lightgreen,E91/34,27/60 (6x10)
e91,33,vert,subv,3405.5,1491.5,72,120,lightgreen,E91/33,27/60 (6x10)
e91,32,vert,subv,3477.5,1491.5,72,120,lightgreen,E91/32,27/60 (6x10)
e91,31,vert,subv,3549.5,1491.5,72,120,lightgreen,E91/31,27/60 (6x10)
e91,30,vert,subv30,3621.5,1491.5,108,120,limegreen,E91/30,27/60 (6x10) +30
e91,8,vert,subv,2973.5,1611.5,72,120,lightgreen,E91/08,27/60 (6x10)
e91,9,vert,subv,3045.5,1611.5,72,120,lightgreen,E91/09,27/60 (6x10)
e91,10,vert,subv,3117.5,1611.5,72,120,lightgreen,E91/10,27/60 (6x10)
e91,11,vert,subv,3189.5,1611.5,72,120,lightgreen,E91/11,27/60 (6x10)
e91,12,vert,subv,3261.5,1611.5,72,120,lightgreen,E91/12,27/60 (6x10)
e91,13,vert,subv,3333.5,1611.5,72,120,lightgreen,E91/12A,27/60 (6x10)
e91,14,vert,subv,3405.5,1611.5,72,120,lightgreen,E91/14,27/60 (6x10)
e91,15,vert,subv,3477.5,1611.5,72,120,lightgreen,E91/15,27/60 (6x10)
e91,16,vert,subv,3549.5,1611.5,72,120,lightgreen,E91/16,27/60 (6x10)
e91,17,vert,subv30,3621.5,1611.5,108,120,limegreen,E91/17,27/60 (6x10) +30
e92,37,vert,subv30,3081.5,1167.5,108,120,limegreen,E92/37,27/60 (6x10) +30
e92,36,vert,subv,3189.5,1167.5,72,120,lightgreen,E92/36,27/60 (6x10)
e92,35,vert,subv,3261.5,1167.5,72,120,lightgreen,E92/35,27/60 (6x10)
e92,34,vert,subv,3333.5,1167.5,72,120,lightgreen,E92/34,27/60 (6x10)
e92,33,vert,subv,3405.5,1167.5,72,120,lightgreen,E92/33,27/60 (6x10)
e92,32,vert,subv,3477.5,1167.5,72,120,lightgreen,E92/32,27/60 (6x10)
e92,31,vert,subv,3549.5,1167.5,72,120,lightgreen,E92/31,27/60 (6x10)
e92,30,vert,subv30,3621.5,1167.5,108,120,limegreen,E92/30,27/60 (6x10) +30
e92,10,vert,subv30,3081.5,1287.5,108,120,limegreen,E92/10,27/60 (6x10) +30
e92,11,vert,subv,3189.5,1287.5,72,120,lightgreen,E92/11,27/60 (6x10)
e92,12,vert,subv,3261.5,1287.5,72,120,lightgreen,E92/12,27/60 (6x10)
e92,13,vert,subv,3333.5,1287.5,72,120,lightgreen,E92/12A,27/60 (6x10)
e92,14,vert,subv,3405.5,1287.5,72,120,lightgreen,E92/14,27/60 (6x10)
e92,15,vert,subv,3477.5,1287.5,72,120,lightgreen,E92/15,27/60 (6x10)
e92,16,vert,subv,3549.5,1287.5,72,120,lightgreen,E92/16,27/60 (6x10)
e92,17,vert,subv30,3621.5,1287.5,108,120,limegreen,E92/17,27/60 (6x10) +30
e93,39,vert,subv,2973.5,843.5,72,120,lightgreen,E93/39,27/60 (6x10)
e93,38,vert,subv,3045.5,843.5,72,120,lightgreen,E93/38,27/60 (6x10)
e93,37,vert,subv,3117.5,843.5,72,120,lightgreen,E93/37,27/60 (6x10)
e93,36,vert,subv,3189.5,843.5,72,120,lightgreen,E93/36,27/60 (6x10)
e93,35,vert,subv,3261.5,843.5,72,120,lightgreen,E93/35,27/60 (6x10)
e93,34,vert,subv,3333.5,843.5,72,120,lightgreen,E93/34,27/60 (6x10)
e93,33,vert,subv,3405.5,843.5,72,120,lightgreen,E93/33,27/60 (6x10)
e93,32,vert,subv,3477.5,843.5,72,120,lightgreen,E93/32,27/60 (6x10)
e93,31,vert,subv,3549.5,843.5,72,120,lightgreen,E93/31,27/60 (6x10)
e93,30,vert,subv30,3621.5,843.5,108,120,limegreen,E93/30,27/60 (6x10) +30
e93,8,vert,subv,2973.5,963.5,72,120,lightgreen,E93/08,27/60 (6x10)
e93,9,vert,subv,3045.5,963.5,72,120,lightgreen,E93/09,27/60 (6x10)
e93,10,vert,subv,3117.5,963.5,72,120,lightgreen,E93/10,27/60 (6x10)
e93,11,vert,subv,3189.5,963.5,72,120,lightgreen,E93/11,27/60 (6x10)
e93,12,vert,subv,3261.5,963.5,72,120,lightgreen,E93/12,27/60 (6x10)
e93,13,vert,subv,3333.5,963.5,72,120,lightgreen,E93/12A,27/60 (6x10)
e93,14,vert,subv,3405.5,963.5,72,120,lightgreen,E93/14,27/60 (6x10)
e93,15,vert,subv,3477.5,963.5,72,120,lightgreen,E93/15,27/60 (6x10)
e93,16,vert,subv,3549.5,963.5,72,120,lightgreen,E93/16,27/60 (6x10)
e93,17,vert,subv30,3621.5,963.5,108,120,limegreen,E93/17,27/60 (6x10) +30
e94,35,vert,subv30,3225.5,519.5,108,120,limegreen,E94/35,27/60 (6x10) +30
e94,34,vert,subv,3333.5,519.5,72,120,lightgreen,E94/34,27/60 (6x10)
e94,33,vert,subv,3405.5,519.5,72,120,lightgreen,E94/33,27/60 (6x10)
e94,32,vert,subv,3477.5,519.5,72,120,lightgreen,E94/32,27/60 (6x10)
e94,31,vert,subv,3549.5,519.5,72,120,lightgreen,E94/31,27/60 (6x10)
e94,30,vert,subv30,3621.5,519.5,108,120,limegreen,E94/30,27/60 (6x10) +30
e94,12,vert,subv30,3225.5,639.5,108,120,limegreen,E94/12,27/60 (6x10) +30
e94,13,vert,subv,3333.5,639.5,72,120,lightgreen,E94/12A,27/60 (6x10)
e94,14,vert,subv,3405.5,639.5,72,120,lightgreen,E94/14,27/60 (6x10)
e94,15,vert,subv,3477.5,639.5,72,120,lightgreen,E94/15,27/60 (6x10)
e94,16,vert,subv,3549.5,639.5,72,120,lightgreen,E94/16,27/60 (6x10)
e94,17,vert,subv30,3621.5,639.5,108,120,limegreen,E94/17,27/60 (6x10) +30
e95,39,vert,subv,2973.5,303.5,72,120,lightgreen,E95/39,27/60 (6x10)
e95,38,vert,subv,3045.5,303.5,72,120,lightgreen,E95/38,27/60 (6x10)
e95,37,vert,subv,3117.5,303.5,72,120,lightgreen,E95/37,27/60 (6x10)
e95,36,vert,subv,3189.5,303.5,72,120,lightgreen,E95/36,27/60 (6x10)
e95,35,vert,subv,3261.5,303.5,72,120,lightgreen,E95/35,27/60 (6x10)
e95,34,vert,subv,3333.5,303.5,72,120,lightgreen,E95/34,27/60 (6x10)
e95,33,vert,subv,3405.5,303.5,72,120,lightgreen,E95/33,27/60 (6x10)
e95,32,vert,subv,3477.5,303.5,72,120,lightgreen,E95/32,27/60 (6x10)
e95,31,vert,subv,3549.5,303.5,72,120,lightgreen,E95/31,27/60 (6x10)
e95,30,vert,subv,3621.5,303.5,72,120,lightgreen,E95/30,27/60 (6x10)
e95,29,vert,subv,3693.5,303.5,72,120,lightgreen,E95/29,27/60 (6x10)
e95,28,vert,subv,3765.5,303.5,72,120,lightgreen,E95/28,27/60 (6x10)
e95,27,vert,subv15,3837.5,303.5,90,120,yellow,E95/27,27/60 (6x10) +15
e96,37,horz,subh30,3807.5,507.5,120,108,limegreen,E96/37,27/60 (6x10) +30
e96,38,horz,subh30,3807.5,615.5,120,108,limegreen,E96/38,27/60 (6x10) +30
e96,39,horz,subh,3807.5,723.5,120,72,lightgreen,E96/39,27/60 (6x10)
e96,40,horz,subh,3807.5,795.5,120,72,lightgreen,E96/40,27/60 (6x10)
e96,41,horz,subh,3807.5,867.5,120,72,lightgreen,E96/41,27/60 (6x10)
e96,42,horz,subh,3807.5,939.5,120,72,lightgreen,E96/42,27/60 (6x10)
e96,43,horz,subh,3807.5,1011.5,120,72,lightgreen,E96/43,27/60 (6x10)
e96,44,horz,subh,3807.5,1083.5,120,72,lightgreen,E96/44,27/60 (6x10)
e96,45,horz,subh,3807.5,1155.5,120,72,lightgreen,E96/45,27/60 (6x10)
e96,46,horz,subh,3807.5,1227.5,120,72,lightgreen,E96/46,27/60 (6x10)
e96,47,horz,subh,3807.5,1299.5,120,72,lightgreen,E96/47,27/60 (6x10)
e96,48,horz,subh,3807.5,1371.5,120,72,lightgreen,E96/48,27/60 (6x10)
e96,49,horz,subh,3807.5,1443.5,120,72,lightgreen,E96/49,27/60 (6x10)
e96,50,horz,subh,3807.5,1515.5,120,72,lightgreen,E96/50,27/60 (6x10)
e96,51,horz,subh,3807.5,1587.5,120,72,lightgreen,E96/51,27/60 (6x10)
e96,52,horz,subh,3807.5,1659.5,120,72,lightgreen,E96/52,27/60 (6x10)
e96,53,horz,subh,3807.5,1731.5,120,72,lightgreen,E96/53,27/60 (6x10)
e96,54,horz,subh,3807.5,1803.5,120,72,lightgreen,E96/54,27/60 (6x10)
e96,55,horz,subh,3807.5,1875.5,120,72,lightgreen,E96/55,27/60 (6x10)
e96,56,horz,subh30,3807.5,1947.5,120,108,limegreen,E96/56,27/60 (6x10) +30
h48,6,vert,comv,5025.5,4191.5,72,144,violet,H48/06,36/72 (6x12)
h48,7,vert,comv,5097.5,4191.5,72,144,violet,H48/07,36/72 (6x12)
h48,8,vert,comv,5169.5,4191.5,72,144,violet,H48/08,36/72 (6x12)
h48,9,vert,comv,5241.5,4191.5,72,144,violet,H48/09,36/72 (6x12)
h48,10,vert,comv,5313.5,4191.5,72,144,violet,H48/10,36/72 (6x12)
h48,11,vert,comv,5385.5,4191.5,72,144,violet,H48/11,36/72 (6x12)
h48,12,vert,comv,5457.5,4191.5,72,144,violet,H48/12,36/72 (6x12)
h48,13,vert,comv,5529.5,4191.5,72,144,violet,H48/12A,36/72 (6x12)
h48,14,vert,comv,5601.5,4191.5,72,144,violet,H48/14,36/72 (6x12)
h48,15,vert,comv,5673.5,4191.5,72,144,violet,H48/15,36/72 (6x12)
h48,16,vert,comv,5745.5,4191.5,72,144,violet,H48/16,36/72 (6x12)
h48,17,vert,comv,5817.5,4191.5,72,144,violet,H48/17,36/72 (6x12)
h48,18,vert,comv,5889.5,4191.5,72,144,violet,H48/18,36/72 (6x12)
h48,19,vert,comv,5961.5,4191.5,72,144,violet,H48/19,36/72 (6x12)
h48,20,vert,comv36,6033.5,4191.5,108,144,darkviolet,H48/20,36/72 (6x12) +36
h48,33,vert,subv,5601.5,4335.5,72,120,lightgreen,H48/33,27/60 (6x10)
h48,32,vert,subv,5673.5,4335.5,72,120,lightgreen,H48/32,27/60 (6x10)
h48,31,vert,subv,5745.5,4335.5,72,120,lightgreen,H48/31,27/60 (6x10)
h48,30,vert,subv,5817.5,4335.5,72,120,lightgreen,H48/30,27/60 (6x10)
h48,29,vert,subv,5889.5,4335.5,72,120,lightgreen,H48/29,27/60 (6x10)
h48,28,vert,subv,5961.5,4335.5,72,120,lightgreen,H48/28,27/60 (6x10)
h48,27,vert,subv30,6033.5,4335.5,108,120,limegreen,H48/27,27/60 (6x10) +30
k11,33,horz,subh30,4647.5,2151.5,120,108,limegreen,K11/33,27/60 (6x10) +30
k11,34,horz,subh,4647.5,2259.5,120,72,lightgreen,K11/34,27/60 (6x10)
k11,35,horz,subh,4647.5,2331.5,120,72,lightgreen,K11/35,27/60 (6x10)
k11,36,horz,subh,4647.5,2403.5,120,72,lightgreen,K11/36,27/60 (6x10)
k11,37,horz,subh,4647.5,2475.5,120,72,lightgreen,K11/37,27/60 (6x10)
k11,38,horz,subh,4647.5,2547.5,120,72,lightgreen,K11/38,27/60 (6x10)
k15,39,vert,subv30,5133.5,3783.5,108,120,limegreen,K15/39,27/60 (6x10) +30
k15,38,vert,subv,5241.5,3783.5,72,120,lightgreen,K15/38,27/60 (6x10)
k15,37,vert,subv,5313.5,3783.5,72,120,lightgreen,K15/37,27/60 (6x10)
k15,36,vert,subv,5385.5,3783.5,72,120,lightgreen,K15/36,27/60 (6x10)
k15,35,vert,subv,5457.5,3783.5,72,120,lightgreen,K15/35,27/60 (6x10)
k15,34,vert,subv,5529.5,3783.5,72,120,lightgreen,K15/34,27/60 (6x10)
k15,33,vert,subv,5601.5,3783.5,72,120,lightgreen,K15/33,27/60 (6x10)
k15,32,vert,subv,5673.5,3783.5,72,120,lightgreen,K15/32,27/60 (6x10)
k15,31,vert,subv,5745.5,3783.5,72,120,lightgreen,K15/31,27/60 (6x10)
k15,30,vert,subv,5817.5,3783.5,72,120,lightgreen,K15/30,27/60 (6x10)
k15,29,vert,subv,5889.5,3783.5,72,120,lightgreen,K15/29,27/60 (6x10)
k15,28,vert,subv,5961.5,3783.5,72,120,lightgreen,K15/28,27/60 (6x10)
k15,27,vert,subv30,6033.5,3783.5,108,120,limegreen,K15/27,27/60 (6x10) +30
k15,8,vert,comv36,5133.5,3903.5,108,144,darkviolet,K15/08,36/72 (6x12) +36
k15,9,vert,comv,5241.5,3903.5,72,144,violet,K15/09,36/72 (6x12)
k15,10,vert,comv,5313.5,3903.5,72,144,violet,K15/10,36/72 (6x12)
k15,11,vert,comv,5385.5,3903.5,72,144,violet,K15/11,36/72 (6x12)
k15,12,vert,comv,5457.5,3903.5,72,144,violet,K15/12,36/72 (6x12)
k15,13,vert,comv,5529.5,3903.5,72,144,violet,K15/12A,36/72 (6x12)
k15,14,vert,comv,5601.5,3903.5,72,144,violet,K15/14,36/72 (6x12)
k15,15,vert,comv,5673.5,3903.5,72,144,violet,K15/15,36/72 (6x12)
k15,16,vert,comv,5745.5,3903.5,72,144,violet,K15/16,36/72 (6x12)
k15,17,vert,comv,5817.5,3903.5,72,144,violet,K15/17,36/72 (6x12)
k15,18,vert,comv,5889.5,3903.5,72,144,violet,K15/18,36/72 (6x12)
k15,19,vert,comv,5961.5,3903.5,72,144,violet,K15/19,36/72 (6x12)
k15,20,vert,comv36,6033.5,3903.5,108,144,darkviolet,K15/20,36/72 (6x12) +36
k16,43,vert,subv,5097.5,3447.5,72,120,lightgreen,K16/43,27/60 (6x10)
k16,42,vert,subv,5169.5,3447.5,72,120,lightgreen,K16/42,27/60 (6x10)
k16,41,vert,subv,5241.5,3447.5,72,120,lightgreen,K16/41,27/60 (6x10)
k16,40,vert,subv,5313.5,3447.5,72,120,lightgreen,K16/40,27/60 (6x10)
k16,39,vert,subv,5385.5,3447.5,72,120,lightgreen,K16/39,27/60 (6x10)
k16,38,vert,subv,5457.5,3447.5,72,120,lightgreen,K16/38,27/60 (6x10)
k16,37,vert,subv,5529.5,3447.5,72,120,lightgreen,K16/37,27/60 (6x10)
k16,36,vert,subv,5601.5,3447.5,72,120,lightgreen,K16/36,27/60 (6x10)
k16,35,vert,subv,5673.5,3447.5,72,120,lightgreen,K16/35,27/60 (6x10)
k16,34,vert,subv,5745.5,3447.5,72,120,lightgreen,K16/34,27/60 (6x10)
k16,33,vert,subv,5817.5,3447.5,72,120,lightgreen,K16/33,27/60 (6x10)
k16,32,vert,subv,5889.5,3447.5,72,120,lightgreen,K16/32,27/60 (6x10)
k16,31,vert,subv,5961.5,3447.5,72,120,lightgreen,K16/31,27/60 (6x10)
k16,30,vert,subv30,6033.5,3447.5,108,120,limegreen,K16/30,27/60 (6x10) +30
k16,4,vert,subv,5097.5,3567.5,72,120,lightgreen,K16/04,27/60 (6x10)
k16,5,vert,subv,5169.5,3567.5,72,120,lightgreen,K16/05,27/60 (6x10)
